id,reviewId,creationDate,criticName,isTopCritic,originalScore,reviewState,publicatioName,reviewText,scoreSentiment,reviewUrl
unbranded,2296574,2015-11-26,Peter Bradshaw,True,3/5,fresh,Guardian,"We get to see some beautiful country along the way, and there's some pertinent thinking on the levels of intervention needed in managing America's wild horse population.",POSITIVE,http://www.theguardian.com/film/2015/nov/26/unbranded-review-four-texans-16-mustangs-and-a-wild-journey-across-the-west
unbranded,2296074,2015-11-24,Tom Huddleston,True,3/5,fresh,Time Out,"Will delight anyone who dreams of living free, sleeping rough and scoffing beans around the campfire.",POSITIVE,http://www.timeout.com/london/film/unbranded
unbranded,2295879,2015-11-22,Patrick Peters,True,3/5,fresh,Empire Magazine,"Has its moments of spectacle and danger, but offers too few genuine insights or rite-of-passage epiphanies.",POSITIVE,http://www.empireonline.com/movies/unbranded/review/
unbranded,2287881,2015-10-08,Daniel M. Gold,True,,fresh,New York Times,"What lingers ... are stirring vistas of the backcountry West, and admiration - for the Aggies' achievement, Mr. Masters's imagination and Mr. Baribeau's skill in chronicling it all.",POSITIVE,http://www.nytimes.com/2015/10/09/movies/review-unbranded-a-3000-mile-trek-on-wild-horses.html?partner=rss&emc=rss
unbranded,2285518,2015-09-25,Chris Knight,False,2/4,rotten,National Post,Here's a documentary that literally rides off in two directions.,NEGATIVE,http://news.nationalpost.com/arts/movies/unbranded-reviewed-wild-horses-will-drag-you-away
unbranded,2285128,2015-09-24,Frank Scheck,True,,fresh,Hollywood Reporter,What viewers will come away with most is a renewed appreciation for the natural beauty of both the western region of the country and the wild animals that inhabit it.,POSITIVE,http://www.hollywoodreporter.com/review/unbranded-film-review-826915
unbranded,2285086,2015-09-24,Sheri Linden,True,,fresh,Los Angeles Times,"It's a film with a cause, but it's also brimming with drama in the midst of jaw-dropping landscapes.",POSITIVE,http://www.latimes.com/entertainment/movies/la-et-mn-unbranded-movie-review-20150925-story.html
unbranded,2285024,2015-09-24,Radheyan Simonpillai,True,2/5,rotten,NOW Toronto,"America has a wild horse problem, with over 50,000 mustangs waiting for adoption in holding pens. That's the central issue of this documentary, though it mostly takes a back seat to what might be classed as redneck porn.",NEGATIVE,
unbranded,2284881,2015-09-24,Chris Barsanti,False,,fresh,Film Journal International,[A] sumptuously packaged and goofily charming oddball feature-length advocacy advertisement about America's wild-horse overpopulation crisis.,POSITIVE,http://fj.webedia.us/reviews/film-review-unbranded
unbranded,2284861,2015-09-24,Linda Barnard,True,3/4,fresh,Toronto Star,"The scenery is gorgeous, especially in the Grand Canyon, while echoes of Western mythology and cowboy lore forged by John Ford and Zane Grey are often present.",POSITIVE,http://www.thestar.com/entertainment/movies/2015/09/24/mini-reviews-of-grandma-unbranded-mississippi-grind-hellions-listen-to-me-marlon.html
violet_2017,2767843,2021-02-14,Dustin Chang,False,,fresh,Floating World,Devos knows just about how long to hold a mute static shot or hover over youth inhabiting suburbia to have resonance and depth. The 7 minute one shot ending is worthy of Antonioni comparison.,POSITIVE,http://www.dustinchang.com/2015/08/violet-2014-devos-stunningly.html
violet_2017,2684144,2020-04-17,Emilie Black,False,4/5,fresh,Cinema Crazed,"Violet is a moving film but may not be for everyone as it is slow, moody, and depressing.",POSITIVE,http://cinema-crazed.com/blog/2017/05/09/violet-2017/
violet_2017,2669224,2020-02-13,Jim Ross,False,,fresh,TAKE ONE Magazine,To capture the confused numbness that can envelop someone in the wake of a loss is an achievement. To capture it in a profoundly visual way is challenging. To do this in your first feature-length film - as Bas Devos has done with VIOLET - is remarkable.,POSITIVE,http://takeonecinema.net/2014/violet/
violet_2017,2594355,2019-06-06,C.J. Prince,False,7.5/10,fresh,Way Too Indie,"Each shot could stand out on its own as a striking short, but together they can have a surprisingly overwhelming effect.",POSITIVE,http://waytooindie.com/review/movie/violet-ndnf-review/
violet_2017,2441293,2017-12-07,Bobby LePire,False,A,fresh,Film Threat,Violet is an atmospheric drama that relies on its visuals to get the audience into the headspace of the main character. It is an arresting and intense watch that is wholly worth the experience.,POSITIVE,http://filmthreat.com/reviews/violet/
violet_2017,2411837,2017-08-18,Kathy Fennessy,False,,fresh,"The Stranger (Seattle, WA)","I'm not sure [Bas] Devos's avant garde style suits the slight story, but the film grew on me after awhile because of some especially otherworldly scenes.",POSITIVE,http://www.thestranger.com/slog/2017/06/09/25204056/the-suburban-pleasures-of-bmx-riding-in-violet
violet_2017,2395687,2017-05-24,Chance Solem-Pfeifer,False,2/4,rotten,Willamette Week,"Violet is like looking at a sequence of mounted photos. You may well find its beauty if you can hold the film's gaze, but the viewer's one-way relationship to this meditation on grief is so unchanging it'd take a monk to appreciate it.",NEGATIVE,http://www.wweek.com/arts/movies/2017/05/23/thar-she-blows-theres-a-new-pirates-of-the-caribbean-movie-and-we-watched-it/
violet_2017,2393612,2017-05-12,Glenn Kenny,True,2.5/4,rotten,RogerEbert.com,I wound up admiring the movie for its ambition while unsatisfied with its achievement.,NEGATIVE,http://www.rogerebert.com/reviews/violet-2017
violet_2017,2393556,2017-05-12,Barry Hertz,True,3/4,fresh,Globe and Mail,"Van Sant's influence clearly looms large, but Violet acts as more than its own artistic statement.",POSITIVE,http://www.theglobeandmail.com/arts/film/film-reviews/review-violet-follows-the-existential-drama-of-teenage-bmx-bikers/article34959727/
violet_2017,2393510,2017-05-11,Norman Wilner,False,4/5,fresh,NOW Toronto,"Violet is a terrific first feature from an assured, confident talent.",POSITIVE,https://nowtoronto.com/movies/reviews/violet-is-a-terrific-first-feature-from-an-assured-director/
violet_2017,2393447,2017-05-11,Bruce DeMara,True,3.5/4,fresh,Toronto Star,"Despite a studied sense of detachment throughout, Devos' feature-length debut is a film of subtle power.",POSITIVE,https://www.thestar.com/entertainment/movies/2017/05/11/reel-brief-mini-reviews-of-the-wall-risk-the-wedding-plan-violet-and-busters-mal-heart.html
violet_2017,2393403,2017-05-11,Andrew Lapin,True,,fresh,NPR,"The film asks us to grapple with what we don't know, to the degree our patience allows. But there is so much splendor here that you may not mind the emptiness.",POSITIVE,http://www.npr.org/2017/05/11/527052811/in-violet-a-deadly-assault-and-a-dispassionate-survivor?utm_medium=RSS&utm_campaign=movies
violet_2017,2393222,2017-05-11,Noel Murray,True,,rotten,Los Angeles Times,"As a screenwriter - for this picture at least - Devos puts too much stock in his visual style to carry the meaning of a thinly plotted, snail-paced slice-of-life.",NEGATIVE,http://www.latimes.com/entertainment/movies/la-et-mn-mini-violet-review-20170511-story.html
violet_2017,2393168,2017-05-11,Brian Orndorf,False,B-,fresh,Blu-ray.com,"While Devos gets a little too wrapped up in his process, trying to remain elusive, he certainly has a vision for the endeavor that braids art with ache, looking to make sense of personal loss.",POSITIVE,http://www.blu-ray.com/Violet/726295/#Review
violet_2017,2387257,2017-04-03,Boyd van Hoeij,True,,fresh,Hollywood Reporter,"The final image, an 8-minute sequence shot, is a wonder to behold and ends the film on a perfect and perfectly poetic note.",POSITIVE,http://www.hollywoodreporter.com/review/violet-berlin-review-680577
violet_2017,2387256,2017-04-03,Ronnie Scheib,True,,fresh,Variety,"Intensely stylized, highly original and utterly mesmerizing.",POSITIVE,http://variety.com/2015/film/reviews/film-review-violet-1201467871/
violet_2017,2252383,2015-03-19,Nikola Grozdanovic,False,B+,fresh,The Playlist,"This is an exquisitely shot suburban tale of trauma, stretching the ""show-don't-tell"" golden rule of filmmaking to the furthest reaches.",POSITIVE,http://blogs.indiewire.com/theplaylist/new-directors-new-films-review-violet-is-an-exquisite-artistic-and-triumphant-tour-de-force-20150319
violet_2017,2252015,2015-03-18,Calum Marsh,True,,fresh,Village Voice,"Violet is deft and rigorous, oblique to the point of inscrutability.",POSITIVE,http://www.villagevoice.com/2015-03-18/film/new-directors-new-films-moma/
violet_2017,2251685,2015-03-15,Christopher Gray,True,3/4,fresh,Slant Magazine,"It bores into the mourning process and its piquant combination of emotional numbness and sensory vulnerability, rigorously avoiding finding an easy way out of this quagmire.",POSITIVE,http://www.slantmagazine.com/film/review/violet
violet_2017,2209736,2014-06-23,Michelle Devereaux,False,3/5,fresh,The Skinny,"It's formally engaging, particularly in its use of sound (and silence), but it's also understated to the point of being comatose.",POSITIVE,http://www.theskinny.co.uk/film/reviews/308212-eiff_2014_violet
crown_vs_stevens_1936,1678509,2007-10-08,Dennis Schwartz,False,B-,fresh,Dennis Schwartz Movie Reviews,A well-conceived British quota picture.,POSITIVE,https://dennisschwartzreviews.com/crownvsstevens/
seeing_allred,2586690,2019-05-15,Kaitlyn Booth,False,8/10,fresh,Bleeding Cool,Seeing Allred aims to humanize one of the polarizing figures in recent memory by showing us where she came from and where she gets her drive.,POSITIVE,https://www.bleedingcool.com/2018/01/23/sundance-2018-seeing-allred-review/
seeing_allred,2561542,2019-02-26,Jennifer Gannon,False,,fresh,Irish Times,...incendiary and timely.,POSITIVE,https://www.irishtimes.com/culture/tv-radio-web/the-best-nine-shows-to-watch-on-netflix-and-amazon-in-february-1.3381962
seeing_allred,2475003,2018-05-02,Deborah Krieger,False,,fresh,Bust Magazine,"The most striking parts of the movie depict Allred's impeccable, downright admirable composure in every combative situation in which she finds herself-and, as Seeing Allred makes clear, there have been many.",POSITIVE,http://bust.com/movies/194537-seeing-allred-review.html
seeing_allred,2460868,2018-02-27,Renee Schonfeld,False,3/5,fresh,Common Sense Media,"Docu about lawyer for victims of sex crimes, inequity",POSITIVE,https://www.commonsensemedia.org/movie-reviews/seeing-allred
seeing_allred,2457488,2018-02-26,Christine Friar,False,5/5,fresh,The Daily Dot,"The message behind Allred's oeuvre is clear: Women deserve equal rights under the law, and the media can be a huge tool in getting us there when it's used thoughtfully.",POSITIVE,https://www.dailydot.com/upstream/seeing-allred-netflix-review/
seeing_allred,2456894,2018-02-26,Bridget Read,False,,fresh,Vogue,"Seeing Allred feels more vital than ever as a microcosm of all of the complexities and contradictions of the current state of feminism in the United States, during a time when forces seem to be conspiring to paint it in large, monochrome brush strokes.",POSITIVE,https://www.vogue.com/article/seeing-allred-gloria-allred-documentary-netflix-review-me-too
seeing_allred,2456854,2018-02-26,Peter Debruge,True,,fresh,Variety,Most lawyers are content to fight their battles far from the public eye. Gloria Allred isn't like most lawyers.,POSITIVE,http://variety.com/2018/film/reviews/seeing-allred-review-gloria-allred-1202693720/
seeing_allred,2460693,2018-02-26,Candela Martín,False,,fresh,Clarín,... helps to understand the importance of the feminist collective that for decades has been fighting for basic rights for women. [Full review in Spanish],POSITIVE,https://www.clarin.com/espectaculos/tv/seeing-allred-documental-esencial-tiempos-time-up_0_H1skkp-_M.html
seeing_allred,2456482,2018-02-08,Kenneth Turan,True,,fresh,Los Angeles Times,"The film allows us, at least to a certain extent, to get behind the public persona to the private person.",POSITIVE,http://www.latimes.com/entertainment/movies/la-et-mn-seeing-allred-review-20180208-story.html
seeing_allred,2456478,2018-02-08,April Wolfe,True,,fresh,TheWrap,"As the directors dive into Allred's historical reasoning for holding press conferences, we see a fuller picture of the woman and the necessity for airing grievances in public.",POSITIVE,https://www.thewrap.com/seeing-allred-film-review-gloria-allred-netflix/
seeing_allred,2456303,2018-02-08,Brian Lowry,True,,fresh,CNN.com,"Nobody will confuse Seeing Allred with a hard-hitting expose; rather, this Netflix documentary unabashedly celebrates publicity-savvy attorney/advocate Gloria Allred, shedding some interesting light on her career, even if it's all flattering.",POSITIVE,http://www.cnn.com/2018/02/08/entertainment/seeing-allred-review/index.html
seeing_allred,2456234,2018-02-08,Ken Jaworowski,True,,fresh,New York Times,A documentary that's remarkably engaging despite treating its rough-and-tumble hero with kid gloves.,POSITIVE,https://www.nytimes.com/2018/02/08/movies/seeing-allred-review-gloria-allred-documentary.html
seeing_allred,2452941,2018-01-25,Sean P. Means,False,3.5/4,fresh,Salt Lake Tribune,"If you think Gloria Allred is a glorified ambulance-chaser, this sharp documentary is an eye-opener.",POSITIVE,https://www.sltrib.com/artsliving/movies/2018/01/25/10-titles-earning-rave-reviews-as-the-sundance-film-festival-reaches-its-final-weekend/
seeing_allred,2451578,2018-01-23,Dan Fienberg,True,,fresh,Hollywood Reporter,"Leaves a lot of questions unasked and tiptoes around plenty of other relevant conversations, but in its presentation of a career-in-full, it advocates persuasively for this advocate.",POSITIVE,https://www.hollywoodreporter.com/review/seeing-allred-review-1076689
seeing_allred,2451918,2018-01-23,Leslie Felperin,True,3/5,fresh,Guardian,"A comprehensive, unabashedly sympathetic portrait of Allred ...",POSITIVE,https://www.theguardian.com/film/2018/jan/22/seeing-allred-review-gloria-allred-documentary
adios_2019,2655628,2019-12-21,Víctor López G.,False,4/5,fresh,Espinof,"An immeasurable Andalusian soul, a technical and artistic invoice at the height of the circumstances and an absorbent narrative. [Full review in Spanish]",POSITIVE,https://www.espinof.com/criticas/adios-vibrante-thriller-venganza-que-demuestra-que-genero-espanol-sigue-plena-forma
